19,Nuevo León,024,General Zaragoza,1002000087,Población de 45 a 49 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,Número de personas
19,Nuevo León,024,General Zaragoza,1002000088,Población de 5 a 9 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,Número de personas
19,Nuevo León,024,General Zaragoza,1002000089,Población de 5 a 9 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,Número de personas
19,Nuevo León,024,General Zaragoza,1002000090,Población de 5 a 9 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,Número de personas
19,Nuevo León,024,General Zaragoza,1002000091,Población de 50 a 54 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,Número de personas
19,Nuevo León,024,General Zaragoza,1002000092,Población de 50 a 54 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,Número de personas
19,Nuevo León,024,General Zaragoza,1002000093,Población de 50 a 54 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Número de personas
19,Nuevo León,024,General Zaragoza,1002000094,Población de 55 a 59 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,Número de personas
19,Nuevo León,024,General Zaragoza,1002000095,Población de 55 a 59 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,Número de personas
19,Nuevo León,024,General Zaragoza,1002000096,Población de 55 a 59 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,Número de personas
19,Nuevo León,024,General Zaragoza,1002000097,Población de 60 a 64 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,Número de personas
19,Nuevo León,024,General Zaragoza,1002000098,Población de 60 a 64 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,Número de personas
19,Nuevo León,024,General Zaragoza,1002000099,Población de 60 a 64 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Número de personas
19,Nuevo León,024,General Zaragoza,1002000100,Población de 65 a 69 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,Número de personas
19,Nuevo León,024,General Zaragoza,1002000101,Población de 65 a 69 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,Número de personas
19,Nuevo León,024,General Zaragoza,1002000102,Población de 65 a 69 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,Número de personas
19,Nuevo León,024,General Zaragoza,1002000103,Población de 70 a 74 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,Número de personas
19,Nuevo León,024,General Zaragoza,1002000104,Población de 70 a 74 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,Número de personas
19,Nuevo León,024,General Zaragoza,1002000105,Población de 70 a 74 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,Número de personas
19,Nuevo León,024,General Zaragoza,1002000106,Población de 75 a 79 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,Número de personas
19,Nuevo León,024,General Zaragoza,1002000107,Población de 75 a 79 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,Número de personas
19,Nuevo León,024,General Zaragoza,1002000108,Población de 75 a 79 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Número de personas
19,Nuevo León,024,General Zaragoza,1002000109,Población de 80 a 84 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,Número de personas
19,Nuevo León,024,General Zaragoza,1002000110,Población de 80 a 84 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,Número de personas
19,Nuevo León,024,General Zaragoza,1002000111,Población de 80 a 84 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,Número de personas
19,Nuevo León,024,General Zaragoza,1002000112,Población de 85 a 89 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,Número de personas
19,Nuevo León,024,General Zaragoza,1002000113,Población de 85 a 89 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,Número de personas
19,Nuevo León,024,General Zaragoza,1002000114,Población de 85 a 89 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Número de personas
19,Nuevo León,024,General Zaragoza,1002000115,Población de 90 a 94 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,Número de personas
19,Nuevo León,024,General Zaragoza,1002000116,Población de 90 a 94 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,Número de personas
19,Nuevo León,024,General Zaragoza,1002000117,Población de 90 a 94 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,Número de personas
19,Nuevo León,024,General Zaragoza,1002000118,Población de 95 a 99 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Número de personas
19,Nuevo León,024,General Zaragoza,1002000119,Población de 95 a 99 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Número de personas
19,Nuevo León,024,General Zaragoza,1002000120,Población de 95 a 99 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Número de personas
19,Nuevo León,024,General Zaragoza,1002000127,Relación de dependencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.936672,,,,,68.9,Porcentaje
19,Nuevo León,024,General Zaragoza,3105001001,Densidad de población,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6002386,,,,,4.80761924156089,Habitantes por kilómetro cuadrado
19,Nuevo León,024,General Zaragoza,3105004001,Porcentaje de población en localidades de menos de 2 500 habitantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4673670805476,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240300,Porcentaje de hombres de 0 a 4 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5613451,,,,,4.56860872333652,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240310,Porcentaje de mujeres de 75 a 79 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0487764,,,,,0.795924864692773,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240311,Porcentaje de hombres de 10 a 14 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2094223,,,,,5.31677809614772,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240312,Porcentaje de mujeres de 5 a 9 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9109372,,,,,5.14167462591531,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240328,Porcentaje de mujeres de 55 a 59 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7979024,,,,,2.1808341292582,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240330,Porcentaje de hombres de 75 a 79 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3817213,,,,,1.40082776185928,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240341,Porcentaje de mujeres de 40 a 44 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5303812,,,,,2.73798153454314,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240342,Porcentaje de mujeres de 70 a 74 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2152489,,,,,1.56001273479784,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240343,Porcentaje de hombres de 15 a 19 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8609955,,,,,5.12575612862146,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240344,Porcentaje de mujeres de 85 años y más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4494756,,,,,0.668576886341929,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240354,Porcentaje de mujeres de 10 a 14 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3937073,,,,,5.1098376313276,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240356,Porcentaje de mujeres de 20 a 24 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7622773,,,,,3.40655842088507,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240357,Porcentaje de hombres de 35 a 39 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8966206,,,,,2.91308500477555,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240377,Porcentaje de mujeres de 45 a 49 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2973198,,,,,2.59471505889844,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240378,Porcentaje de mujeres de 0 a 4 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1273514,,,,,4.40942375039796,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240379,Porcentaje de mujeres de 80 a 84 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7158315,,,,,0.636739891754218,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240384,Porcentaje de mujeres de 15 a 19 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8609955,,,,,4.53677172874881,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240388,Porcentaje de hombres de 65 a 69 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3983686,,,,,1.79879019420567,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240410,Porcentaje de hombres de 60 a 64 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.764608,,,,,2.1808341292582,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240411,Porcentaje de hombres de 85 años y más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5493591,,,,,0.684495383635785,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240423,Porcentaje de hombres de 40 a 44 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0630931,,,,,3.04043298312639,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240425,Porcentaje de hombres de 70 a 74 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8478442,,,,,1.56001273479784,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240426,Porcentaje de mujeres de 60 a 64 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5481938,,,,,1.84654568608723,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240427,Porcentaje de mujeres de 65 a 69 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2473781,,,,,1.48042024832856,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240443,Porcentaje de mujeres de 35 a 39 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5303812,,,,,2.89716650748169,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240444,Porcentaje de hombres de 55 a 59 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2806725,,,,,1.8943011779688,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240445,Porcentaje de hombres de 5 a 9 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5934743,,,,,4.93473416109519,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240475,Porcentaje de hombres de 80 a 84 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8323622,,,,,0.748169372811207,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240486,Porcentaje de hombres de 25 a 29 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9798568,,,,,2.83349251830627,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240507,Porcentaje de mujeres de 50 a 54 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9643749,,,,,2.05348615090735,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240518,Porcentaje de hombres de 30 a 34 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1629765,,,,,2.97675899395097,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240520,Porcentaje de hombres de 20 a 24 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7955718,,,,,3.67717287488061,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240532,Porcentaje de hombres de 45 a 49 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2473781,,,,,3.02451448583254,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240533,Porcentaje de hombres de 50 a 54 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9810221,,,,,2.64247055078001,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240548,Porcentaje de mujeres de 25 a 29 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9299151,,,,,3.47023241006049,Porcentaje
19,Nuevo León,024,General Zaragoza,6200240549,Porcentaje de mujeres de 30 a 34 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26286,,,,,3.15186246418338,Porcentaje
19,Nuevo León,024,General Zaragoza,6205370864,Porcentaje de población que se considera afrodescendiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.206940464820121,Porcentaje
19,Nuevo León,024,General Zaragoza,6207019006,Porcentaje de población que está registrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.120113,,,,,,Porcentaje
19,Nuevo León,024,General Zaragoza,6207019008,Porcentaje de población que no está registrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1811679,,,,,,Porcentaje
19,Nuevo León,024,General Zaragoza,6207019014,Porcentaje de población que se considera indígena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1663617,,,,,,Porcentaje
19,Nuevo León,024,General Zaragoza,6207019021,Porcentaje de población que está registrada en otro país,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099817,,,,,,Porcentaje
19,Nuevo León,024,General Zaragoza,6207019025,Porcentaje de población que no posee nacionalidad mexicana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0665447,,,,,,Porcentaje
19,Nuevo León,024,General Zaragoza,6207019053,Porcentaje de población que no especifica la condición de registro de nacimiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.598902,,,,,,Porcentaje
19,Nuevo León,024,General Zaragoza,6207019061,Porcentaje de población en el ámbito geográfico de referencia respecto a la unidad geográfica superior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1174137,,,,,,Porcentaje
19,Nuevo León,024,General Zaragoza,6207019063,Porcentaje de superficie en el ámbito geográfico de referencia respecto a la unidad geográfica superior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0367009,,,,,2.03670999988,Porcentaje
19,Nuevo León,024,General Zaragoza,6207020032,Porcentaje de hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.439028,,,,,51.32123527539,Porcentaje
19,Nuevo León,024,General Zaragoza,6207020033,Porcentaje de mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.560972,,,,,48.67876472461,Porcentaje
19,Nuevo León,024,General Zaragoza,6207020632,Población total en viviendas particulares habitadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011,,,,,,Número de personas
19,Nuevo León,024,General Zaragoza,6207129629,Porcentaje de la población nacional/estatal que representa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10860165941676,Porcentaje
19,Nuevo León,024,General Zaragoza,6207129630,Promedio de ocupantes por dormitorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96042713567839,Promedio
19,Nuevo León,024,General Zaragoza,6207129825,Población de la ubicación geográfica con la mayor cantidad de pobladores. Primer lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2986,Personas
19,Nuevo León,024,General Zaragoza,6207129826,Población de la ubicación geográfica con la mayor cantidad de pobladores. Segundo lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,Personas
19,Nuevo León,024,General Zaragoza,6207129827,Población de la ubicación geográfica con la mayor cantidad de pobladores. Tercer lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,Personas
19,Nuevo León,024,General Zaragoza,6207129840,Total de áreas geográficas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,Municipios
19,Nuevo León,025,General Zuazua,1002000001,Población total,,,,,,,,,,,,,,,5276,,,,,6033,,,,,6985,,,,,55213,,,,,,,,,,102149,Número de personas
19,Nuevo León,025,General Zuazua,1002000002,Población total hombres,,,,,,,,,,,,,,,2685,,,,,3069,,,,,3537,,,,,27787,,,,,,,,,,51844,Número de personas
19,Nuevo León,025,General Zuazua,1002000003,Población total mujeres,,,,,,,,,,,,,,,2591,,,,,2964,,,,,3448,,,,,27426,,,,,,,,,,50305,Número de personas
19,Nuevo León,025,General Zuazua,1002000004,Porcentaje de población de 15 a 29 años,,,,,,,,,,,,,,,33,,,,,30.6,,,,,27.7,,,,,29.8,,,,,23.29479597,,,,,,No especificada
19,Nuevo León,025,General Zuazua,1002000005,Porcentaje de hombres de 15 a 29 años,,,,,,,,,,,,,,,33.2,,,,,31.7,,,,,28.2,,,,,28.7,,,,,11.3442506,,,,,29.3627365862129,No especificada
19,Nuevo León,025,General Zuazua,1002000006,Porcentaje de mujeres de 15 a 29 años,,,,,,,,,,,,,,,32.7,,,,,29.5,,,,,27.2,,,,,30.9,,,,,11.95054537,,,,,29.3324583905029,No especificada
19,Nuevo León,025,General Zuazua,1002000007,Porcentaje de población de 60 y más años,,,,,,,,,,,,,,,7.5,,,,,7.5,,,,,8.3,,,,,2.2,,,,,2.619847237,,,,,,No especificada
19,Nuevo León,025,General Zuazua,1002000008,Porcentaje de hombres de 60 y más años,,,,,,,,,,,,,,,7,,,,,7.1,,,,,8,,,,,2.2,,,,,1.30918061,,,,,2.97891223399124,No especificada
19,Nuevo León,025,General Zuazua,1002000009,Porcentaje de mujeres de 60 y más años,,,,,,,,,,,,,,,7.9,,,,,8,,,,,8.5,,,,,2.3,,,,,1.310666627,,,,,3.21740340830003,No especificada
19,Nuevo León,025,General Zuazua,1002000010,Edad mediana,,,,,,,,,,,,,,,ND,,,,,23,,,,,25,,,,,23,,,,,22.972669,,,,,25,Años
19,Nuevo León,025,General Zuazua,1002000011,Edad mediana hombres,,,,,,,,,,,,,,,ND,,,,,23,,,,,24,,,,,24,,,,,,,,,,25,Años
19,Nuevo León,025,General Zuazua,1002000012,Edad mediana mujeres,,,,,,,,,,,,,,,ND,,,,,23,,,,,25,,,,,23,,,,,,,,,,25,Años
19,Nuevo León,025,General Zuazua,1002000024,Relación hombres-mujeres,,,,,,,,,,,,,,,103.63,,,,,103.54,,,,,102.58,,,,,101.32,,,,,99.638068,,,,,103,Hombres por cada 100 mujeres
19,Nuevo León,025,General Zuazua,1002000055,Población de edad no especificada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,Número de personas
19,Nuevo León,025,General Zuazua,1002000056,Población de edad no especificada. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,Número de personas
19,Nuevo León,025,General Zuazua,1002000057,Población de edad no especificada. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,Número de personas
19,Nuevo León,025,General Zuazua,1002000058,Población de 0 a 4 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10355,Número de personas
19,Nuevo León,025,General Zuazua,1002000059,Población de 0 a 4 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5264,Número de personas
19,Nuevo León,025,General Zuazua,1002000060,Población de 0 a 4 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5091,Número de personas
19,Nuevo León,025,General Zuazua,1002000061,Población de 10 a 14 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10130,Número de personas
19,Nuevo León,025,General Zuazua,1002000062,Población de 10 a 14 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5187,Número de personas
19,Nuevo León,025,General Zuazua,1002000063,Población de 10 a 14 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4943,Número de personas
19,Nuevo León,025,General Zuazua,1002000064,Población de 100 años y más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Número de personas
19,Nuevo León,025,General Zuazua,1002000065,Población de 100 años y más. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Número de personas
19,Nuevo León,025,General Zuazua,1002000066,Población de 100 años y más. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Número de personas
19,Nuevo León,025,General Zuazua,1002000067,Población de 15 a 19 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9379,Número de personas
19,Nuevo León,025,General Zuazua,1002000068,Población de 15 a 19 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4743,Número de personas
19,Nuevo León,025,General Zuazua,1002000069,Población de 15 a 19 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4636,Número de personas
19,Nuevo León,025,General Zuazua,1002000070,Población de 20 a 24 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10100,Número de personas
19,Nuevo León,025,General Zuazua,1002000071,Población de 20 a 24 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083,Número de personas
19,Nuevo León,025,General Zuazua,1002000072,Población de 20 a 24 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5017,Número de personas
19,Nuevo León,025,General Zuazua,1002000073,Población de 25 a 29 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10491,Número de personas
19,Nuevo León,025,General Zuazua,1002000074,Población de 25 a 29 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5393,Número de personas
19,Nuevo León,025,General Zuazua,1002000075,Población de 25 a 29 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5098,Número de personas
19,Nuevo León,025,General Zuazua,1002000076,Población de 30 a 34 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9360,Número de personas
19,Nuevo León,025,General Zuazua,1002000077,Población de 30 a 34 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4583,Número de personas
19,Nuevo León,025,General Zuazua,1002000078,Población de 30 a 34 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4777,Número de personas
19,Nuevo León,025,General Zuazua,1002000079,Población de 35 a 39 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10234,Número de personas
19,Nuevo León,025,General Zuazua,1002000080,Población de 35 a 39 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5222,Número de personas
19,Nuevo León,025,General Zuazua,1002000081,Población de 35 a 39 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5012,Número de personas
19,Nuevo León,025,General Zuazua,1002000082,Población de 40 a 44 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7942,Número de personas
19,Nuevo León,025,General Zuazua,1002000083,Población de 40 a 44 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4172,Número de personas
19,Nuevo León,025,General Zuazua,1002000084,Población de 40 a 44 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3770,Número de personas
19,Nuevo León,025,General Zuazua,1002000085,Población de 45 a 49 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5285,Número de personas
19,Nuevo León,025,General Zuazua,1002000086,Población de 45 a 49 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728,Número de personas
19,Nuevo León,025,General Zuazua,1002000087,Población de 45 a 49 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2557,Número de personas
19,Nuevo León,025,General Zuazua,1002000088,Población de 5 a 9 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10513,Número de personas
19,Nuevo León,025,General Zuazua,1002000089,Población de 5 a 9 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5294,Número de personas
19,Nuevo León,025,General Zuazua,1002000090,Población de 5 a 9 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5219,Número de personas
19,Nuevo León,025,General Zuazua,1002000091,Población de 50 a 54 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3249,Número de personas
19,Nuevo León,025,General Zuazua,1002000092,Población de 50 a 54 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,Número de personas
19,Nuevo León,025,General Zuazua,1002000093,Población de 50 a 54 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580,Número de personas
19,Nuevo León,025,General Zuazua,1002000094,Población de 55 a 59 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920,Número de personas
19,Nuevo León,025,General Zuazua,1002000095,Población de 55 a 59 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949,Número de personas
19,Nuevo León,025,General Zuazua,1002000096,Población de 55 a 59 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971,Número de personas
19,Nuevo León,025,General Zuazua,1002000097,Población de 60 a 64 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307,Número de personas
19,Nuevo León,025,General Zuazua,1002000098,Población de 60 a 64 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619,Número de personas
19,Nuevo León,025,General Zuazua,1002000099,Población de 60 a 64 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688,Número de personas
19,Nuevo León,025,General Zuazua,1002000100,Población de 65 a 69 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,Número de personas
